"siteid","gvillcode","fi_cat","fi_mip","fi_for","fi_tenu","fi_crules","fi_cenfor","fi_grules","fi_genfor","fi_reqperm","fi_payperm","fi_whoperm"
"102021","102207",5,561,111,163,0,-8,0,-8,0,-8,-8
"102021","102207",6,45,10,163,1,1,1,0,0,-8,-8
"102021","102207",4,588,80,163,0,-8,0,-8,0,-8,-8
"102021","102207",1,3,10,163,0,-8,0,-8,0,-8,-8
"102021","102207",3,558,10,163,0,-8,0,-8,0,-8,-8
"102021","102208",6,45,10,162,1,1,1,0,0,-8,-8
"102021","102208",3,604,10,162,0,-8,1,0,0,-8,-8
"102021","102208",5,21,10,162,0,-8,0,-8,0,-8,-8
"102021","102208",1,3,80,162,0,-8,0,-8,0,-8,-8
"102021","102208",4,569,10,162,0,-8,0,-8,0,-8,-8
"102031","102301",2,1,11,161,0,-8,2,3,2,1,3
"102031","102302",6,45,11,161,2,2,1,1,0,-8,-8
"102031","102302",2,1,11,161,0,-8,1,3,1,1,3
"102031","102303",2,1,11,161,0,-8,2,3,2,1,3
"102031","102304",6,45,11,161,2,2,1,1,0,-8,-8
"102031","102304",2,1,11,161,0,-8,2,3,2,1,3
"102031","102305",2,1,11,161,0,-8,1,3,2,1,3
"102031","102305",6,45,11,161,2,2,1,1,0,-8,-8
"102031","102306",2,1,11,161,0,-8,1,3,2,1,3
"102031","102306",6,45,11,161,2,2,1,1,0,-8,-8
"102031","102307",6,45,11,161,1,1,1,1,0,-8,-8
"102031","102307",2,1,11,161,0,-8,1,3,1,1,3
"103011","103101",2,1,11,331,0,-8,1,3,2,1,3
"103011","103101",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103102",2,1,11,331,0,-8,1,2,2,1,3
"103011","103102",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103103",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103103",2,1,11,331,0,-8,1,3,2,1,3
"103011","103104",2,1,11,331,0,-8,1,3,2,1,3
"103011","103104",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103105",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103105",2,1,11,331,0,-8,1,2,2,1,3
"103011","103106",2,1,11,331,0,-8,1,3,2,1,3
"103011","103106",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103107",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103107",2,1,11,331,0,-8,1,3,2,1,3
"103011","103108",2,1,11,331,0,-8,1,2,2,1,3
"103011","103108",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103109",2,1,11,331,0,-8,1,2,2,1,3
"103011","103109",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103110",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103110",2,1,11,331,0,-8,1,3,2,1,3
"103011","103111",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103111",2,1,11,331,0,-8,1,3,2,1,3
"103011","103112",2,1,11,331,0,-8,1,3,2,1,3
"103011","103112",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103112",6,45,11,132,0,-8,1,3,2,1,3
"103011","103113",6,45,11,132,0,-8,1,3,2,1,3
"103011","103113",2,1,11,331,0,-8,1,3,2,1,3
"103011","103113",1,3,11,331,0,-8,0,-8,0,-8,-8
"103011","103114",6,45,11,132,0,-8,1,2,2,1,3
"103011","103114",2,1,11,331,0,-8,1,3,2,1,3
"103011","103114",1,3,11,331,0,-8,0,-8,0,-8,-8
"104021","104201",1,3,10,332,0,-8,0,-8,0,-8,-8
"104021","104201",2,772,10,332,0,-8,0,-8,0,-8,-8
"104021","104201",4,771,10,332,0,-8,0,-8,0,-8,-8
"104021","104201",3,44,10,332,0,-8,0,-8,0,-8,-8
"104021","104202",3,408,10,332,0,-8,0,-8,0,-8,-8
"104021","104202",4,27,10,332,0,-8,0,-8,0,-8,-8
"104021","104202",1,1,10,332,0,-8,0,-8,0,-8,-8
"104021","104202",2,772,10,332,0,-8,0,-8,0,-8,-8
"104021","104206",3,789,10,232,0,-8,0,-8,0,-8,-8
"104021","104206",1,3,10,232,0,-8,0,-8,0,-8,-8
"104021","104206",4,27,10,232,0,-8,0,-8,0,-8,-8
"104021","104206",2,1,10,232,0,-8,0,-8,0,-8,-8
"104021","104207",1,3,10,232,0,-8,0,-8,0,-8,-8
"104021","104207",2,773,10,232,0,-8,1,0,0,-8,-8
"104021","104207",3,573,10,232,0,-8,0,-8,0,-8,-8
"104021","104207",4,768,10,232,0,-8,0,-8,0,-8,-8
"104021","104208",2,772,20,122,0,-8,0,-8,0,-8,-8
"104021","104208",1,3,20,122,0,-8,0,-8,0,-8,-8
"104021","104208",4,588,10,122,0,-8,0,-8,0,-8,-8
"104021","104208",3,556,10,122,0,-8,0,-8,0,-8,-8
"104021","104209",2,773,10,222,0,-8,0,-8,0,-8,-8
"104021","104209",3,573,10,232,0,-8,0,-8,0,-8,-8
"104021","104209",1,3,10,232,0,-8,0,-8,0,-8,-8
"104021","104209",4,771,10,232,0,-8,0,-8,0,-8,-8
"104021","104210",3,44,10,232,0,-8,0,-8,0,-8,-8
"104021","104210",1,3,10,232,0,-8,1,0,0,-8,-8
"104021","104210",4,588,10,232,0,-8,0,-8,0,-8,-8
"104021","104210",2,785,10,232,2,1,0,-8,1,0,1
"104021","104211",4,788,10,232,0,-8,0,-8,0,-8,-8
"104021","104211",2,772,10,232,0,-8,0,-8,0,-8,-8
"104021","104211",3,605,10,232,0,-8,0,-8,0,-8,-8
"104021","104211",1,3,10,232,0,-8,0,-8,0,-8,-8
"104021","104212",2,772,10,232,0,-8,0,-8,1,0,3
"104021","104212",6,7,10,232,0,-8,0,-8,0,-8,-8
"104021","104212",1,3,10,232,0,-8,0,-8,0,-8,-8
"104021","104212",3,21,10,232,0,-8,0,-8,0,-8,-8
"104021","104212",4,27,10,232,0,-8,0,-8,0,-8,-8
"104021","104213",1,3,10,232,0,-8,0,-8,0,-8,-8
"104021","104213",2,781,10,232,1,1,1,3,2,1,3
"104021","104214",2,586,10,122,2,3,1,3,2,0,9
"104021","104214",1,3,10,122,0,-8,0,-8,0,-8,-8
"104021","104215",3,21,21,232,0,-8,0,-8,0,-8,-8
"104021","104215",2,773,21,232,0,-8,0,-8,0,-8,-8
"104021","104215",1,3,21,232,0,-8,0,-8,0,-8,-8
"104021","104215",4,771,21,232,0,-8,0,-8,0,-8,-8
"104021","104217",2,773,20,332,0,-8,0,-8,0,-8,-8
"104021","104217",1,3,20,332,0,-8,0,-8,0,-8,-8
"104021","104217",3,783,20,332,0,-8,0,-8,0,-8,-8
"104021","104217",4,27,20,332,0,-8,0,-8,0,-8,-8
"104021","104217",6,605,20,332,0,-8,0,-8,0,-8,-8
"104021","104218",3,573,10,332,0,-8,0,-8,0,-8,-8
"104021","104218",4,788,10,332,0,-8,0,-8,0,-8,-8
"104021","104218",1,3,10,332,0,-8,0,-8,0,-8,-8
"104021","104218",2,789,10,332,0,-8,0,-8,0,-8,-8
"104021","104219",2,1,10,332,1,3,0,-8,0,-8,-8
"104021","104220",1,3,10,332,0,-8,0,-8,0,-8,-8
"104021","104220",2,773,10,332,0,-8,0,-8,0,-8,-8
"104021","104220",3,44,10,332,0,-8,0,-8,0,-8,-8
"104021","104220",4,27,10,332,0,-8,0,-8,0,-8,-8
"104021","104221",3,573,10,332,0,-8,0,-8,0,-8,-8
"104021","104221",4,771,10,332,0,-8,0,-8,0,-8,-8
"104021","104221",1,776,10,332,0,-8,0,-8,0,-8,-8
"104021","104221",2,773,10,332,0,-8,1,2,2,1,3
"104021","104222",2,1,10,232,0,-8,0,-8,0,-8,-8
"104021","104223",1,2,10,232,0,-8,0,-8,0,-8,-8
"104021","104223",2,746,10,232,2,4,2,4,2,1,9
"104021","104224",4,787,10,222,0,-8,0,-8,0,-8,-8
"104021","104224",5,21,10,222,0,-8,0,-8,0,-8,-8
"104021","104224",1,3,10,222,0,-8,0,-8,0,-8,-8
"104021","104224",3,51,10,222,0,-8,0,-8,0,-8,-8
"104021","104224",2,773,10,222,0,-8,0,-8,0,-8,-8
"104021","104225",1,3,10,132,0,-8,0,-8,0,-8,-8
"104021","104225",3,605,10,132,0,-8,0,-8,0,-8,-8
"104021","104225",2,507,10,132,0,-8,0,-8,0,-8,-8
"104021","104226",2,1,10,232,2,4,0,-8,1,0,9
"104021","104227",1,3,10,232,0,-8,0,-8,0,-8,-8
"104021","104227",2,1,10,232,2,1,1,0,2,1,2
"104021","104228",3,21,10,332,0,-8,0,-8,0,-8,-8
"104021","104228",2,1,10,332,0,-8,0,-8,0,-8,-8
"104021","104228",5,777,10,332,0,-8,0,-8,0,-8,-8
"104021","104228",4,27,10,332,0,-8,0,-8,0,-8,-8
"104021","104230",1,3,10,232,1,4,0,-8,0,-8,-8
"104021","104230",3,605,10,232,1,4,0,-8,0,-8,-8
"104021","104230",2,773,10,232,1,4,0,-8,0,-8,-8
"104021","104230",4,771,10,232,0,-8,0,-8,0,-8,-8
"104021","104231",2,773,10,232,1,1,0,-8,2,1,1
"104021","104231",1,3,20,232,0,-8,0,-8,0,-8,-8
"104021","104231",4,27,10,232,0,-8,0,-8,0,-8,-8
"104021","104231",3,605,10,232,0,-8,0,-8,0,-8,-8
"104021","104232",4,771,10,332,0,-8,1,0,0,-8,-8
"104021","104232",2,773,10,332,0,-8,1,0,2,1,3
"105011","105101",5,33,10,221,1,1,0,-8,0,-8,-8
"105011","105101",1,3,10,221,1,1,1,1,1,0,3
"105011","105102",1,3,30,331,0,-8,2,2,2,1,3
"105011","105103",1,3,30,331,0,-8,2,4,2,1,3
"105011","105104",1,3,30,121,0,-8,2,3,2,1,3
"105011","105105",1,3,10,121,0,-8,1,1,2,1,3
"105011","105105",2,3,10,121,0,-8,1,1,2,1,3
"105011","105106",1,3,10,121,0,-8,1,1,1,1,3
"105011","105106",2,3,10,121,0,-8,1,1,1,1,3
"105011","105107",1,3,10,121,0,-8,1,1,2,1,3
"105011","105107",2,3,10,121,0,-8,1,1,2,1,3
"105011","105108",1,3,10,121,0,-8,1,1,2,1,3
"105011","105109",1,3,10,121,0,-8,1,1,2,1,3
"105011","105109",2,3,10,121,0,-8,1,1,2,1,3
"105011","105110",1,3,10,121,0,-8,1,1,2,1,3
"105011","105110",2,3,10,121,0,-8,1,1,2,1,3
"105011","105111",2,1,10,121,0,-8,1,1,2,1,3
"105011","105111",1,3,20,121,0,-8,1,1,2,1,3
"105011","105112",1,3,10,121,0,-8,1,1,2,1,3
"106011","106101",1,3,21,331,0,-8,1,0,0,-8,-8
"106011","106101",6,7,10,131,0,-8,0,-8,0,-8,-8
"106011","106101",2,996,21,331,0,-8,1,0,1,0,3
"106011","106101",5,511,211,331,0,-8,0,-8,0,-8,-8
"106011","106101",4,175,10,331,0,-8,0,-8,0,-8,-8
"106011","106101",3,510,211,131,0,-8,1,0,0,-8,-8
"106011","106102",5,511,10,131,0,-8,0,-8,0,-8,-8
"106011","106102",1,3,211,131,0,-8,1,0,0,-8,-8
"106011","106102",2,742,211,131,0,-8,1,0,1,0,3
"106011","106102",4,175,10,131,0,-8,0,-8,0,-8,-8
"106011","106102",3,510,211,131,0,-8,1,0,0,-8,-8
"106011","106102",6,7,10,131,0,-8,0,-8,0,-8,-8
"106011","106103",4,571,10,131,0,-8,0,-8,0,-8,-8
"106011","106103",3,510,211,131,0,-8,1,0,0,-8,-8
"106011","106103",2,966,211,131,0,-8,1,0,1,0,3
"106011","106103",5,755,10,131,0,-8,0,-8,0,-8,-8
"106011","106103",6,511,211,131,0,-8,0,-8,0,-8,-8
"106011","106103",1,102,21,131,0,-8,1,0,0,-8,-8
"106011","106104",1,102,111,131,0,-8,1,0,0,-8,-8
"106011","106104",6,887,10,131,0,-8,0,-8,0,-8,-8
"106011","106104",4,175,10,131,0,-8,0,-8,0,-8,-8
"106011","106104",5,511,10,131,0,-8,0,-8,0,-8,-8
"106011","106104",3,510,211,131,0,-8,0,-8,0,-8,-8
"106011","106104",2,999,111,131,0,-8,2,0,1,0,3
"106031","106301",1,3,10,161,1,1,0,-8,0,-8,-8
"106031","106301",4,680,10,161,0,-8,0,-8,0,-8,-8
"106031","106301",3,603,10,161,1,1,2,0,0,-8,-8
"106031","106301",3,45,10,161,2,1,2,1,0,-8,-8
"106031","106301",5,21,10,161,0,-8,0,-8,0,-8,-8
"106031","106301",2,651,10,161,2,1,2,1,0,-8,-8
"106031","106302",3,510,10,161,1,1,0,-8,0,-8,-8
"106031","106302",3,603,10,161,1,1,2,1,0,-8,-8
"106031","106302",6,45,10,161,2,1,2,1,0,-8,-8
"106031","106302",5,741,10,161,1,1,0,-8,0,-8,-8
"106031","106302",4,588,10,161,0,-8,0,-8,0,-8,-8
"106031","106302",1,3,80,161,1,1,0,-8,0,-8,-8
"106031","106302",2,692,10,161,2,1,2,1,0,-8,-8
"106031","106303",5,21,10,161,0,-8,0,-8,0,-8,-8
"106031","106303",2,663,10,161,2,1,2,1,0,-8,-8
"106031","106303",1,3,80,161,1,1,0,-8,0,-8,-8
"106031","106303",3,604,10,161,1,1,2,1,0,-8,-8
"106031","106303",4,680,10,161,0,-8,0,-8,0,-8,-8
"106031","106303",3,553,10,161,1,1,0,-8,0,-8,-8
"106031","106303",6,45,10,161,2,1,2,1,0,-8,-8
"106031","106304",5,21,80,161,0,-8,0,-8,0,-8,-8
"106031","106304",3,510,10,161,1,1,2,1,0,-8,-8
"106031","106304",2,651,10,161,2,1,2,1,0,-8,-8
"106031","106304",3,603,10,161,1,1,2,1,0,-8,-8
"106031","106304",4,741,10,161,1,1,0,-8,0,-8,-8
"106031","106304",1,3,10,161,1,1,0,-8,0,-8,-8
"106031","106304",6,45,10,161,2,1,2,1,0,-8,-8
"106041","106401",-9,-9,-9,331,-9,-9,-9,-9,-9,-9,-9
"106041","106402",-9,-9,-9,331,-9,-9,-9,-9,-9,-9,-9
"106041","106403",-9,-9,-9,331,-9,-9,-9,-9,-9,-9,-9
"106041","106404",-9,-9,-9,331,-9,-9,-9,-9,-9,-9,-9
"106041","106405",-9,-9,-9,331,-9,-9,-9,-9,-9,-9,-9
"106041","106406",-9,-9,-9,331,-9,-9,-9,-9,-9,-9,-9
"106041","106407",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"106041","106408",-9,-9,-9,331,-9,-9,-9,-9,-9,-9,-9
"106041","106409",-9,-9,-9,331,-9,-9,-9,-9,-9,-9,-9
"106041","106410",-9,-9,-9,331,-9,-9,-9,-9,-9,-9,-9
"201011","201101",2,2,20,122,1,1,1,1,1,0,2
"201011","201101",3,25,10,162,1,1,1,1,1,0,2
"201011","201101",1,3,10,162,1,1,1,1,0,-8,-8
"201011","201101",4,27,10,162,1,1,1,1,1,0,2
"201011","201101",6,9,10,162,1,1,1,1,0,-8,-8
"201011","201101",5,421,10,162,1,1,1,1,0,-8,-8
"201011","201102",5,421,10,162,1,1,1,1,0,-8,-8
"201011","201102",1,3,10,162,1,1,1,1,0,-8,-8
"201011","201102",6,9,10,162,1,1,1,1,0,-8,-8
"201011","201102",2,2,20,122,1,1,1,1,1,0,2
"201011","201102",3,25,10,162,1,1,1,1,1,0,2
"201011","201102",4,27,10,162,1,1,1,1,1,0,2
"201011","201103",6,9,10,162,1,1,1,1,0,-8,-8
"201011","201103",4,27,10,162,1,1,1,1,1,0,2
"201011","201103",2,2,30,332,1,1,1,1,0,-8,-8
"201011","201103",3,25,10,162,1,1,1,1,0,-8,-8
"201011","201103",5,421,10,162,1,1,1,1,0,-8,-8
"201011","201103",1,3,10,162,1,1,1,1,1,0,2
"201011","201104",5,421,10,162,1,1,1,1,0,-8,-8
"201011","201104",6,9,10,162,1,1,1,1,0,-8,-8
"201011","201104",4,27,10,162,1,1,1,1,1,0,2
"201011","201104",1,3,10,162,1,1,1,1,0,-8,-8
"201011","201104",3,25,10,162,1,1,1,1,0,-8,-8
"201011","201104",2,2,30,332,1,1,1,1,0,-8,-8
"201011","201105",6,9,10,162,1,1,1,1,0,-8,-8
"201011","201105",4,27,10,162,1,1,1,1,1,0,2
"201011","201105",2,2,20,122,1,1,1,1,1,0,2
"201011","201105",5,421,10,162,1,1,1,1,0,-8,-8
"201011","201105",3,25,10,162,1,1,1,1,1,0,2
"201011","201105",1,3,10,162,1,1,1,1,0,-8,-8
"201011","201106",1,3,10,162,1,1,1,1,0,-8,-8
"201011","201106",4,27,10,162,1,1,1,1,1,0,2
"201011","201106",3,25,10,162,1,1,1,1,0,-8,-8
"201011","201106",5,421,10,162,1,1,1,1,0,-8,-8
"201011","201106",6,9,10,162,1,1,1,1,0,-8,-8
"201011","201106",2,2,30,332,1,1,1,1,0,-8,-8
"201011","201107",5,421,10,162,1,1,1,1,0,-8,-8
"201011","201107",2,2,30,332,1,1,1,1,0,-8,-8
"201011","201107",4,27,10,162,1,1,1,1,1,0,2
"201011","201107",1,3,10,162,1,1,1,1,0,-8,-8
"201011","201107",6,9,10,162,1,1,1,1,0,-8,-8
"201011","201107",3,25,10,162,1,1,1,1,0,-8,-8
"201021","201201",1,3,10,121,0,-8,1,0,0,-8,-8
"201021","201201",3,21,10,121,0,-8,0,-8,0,-8,-8
"201021","201201",2,1,20,121,0,-8,2,4,2,0,3
"201021","201202",3,21,10,121,0,-8,0,-8,0,-8,-8
"201021","201202",1,3,10,121,0,-8,1,0,0,-8,-8
"201021","201202",2,1,10,121,0,-8,2,4,2,0,3
"201032","201301",4,27,30,362,0,-8,0,-8,0,-8,-8
"201032","201301",5,5,30,362,0,-8,0,-8,0,-8,-8
"201032","201301",2,907,30,362,2,1,1,1,1,1,3
"201032","201301",6,9,30,362,0,-8,0,-8,0,-8,-8
"201032","201301",1,3,30,362,0,-8,0,-8,0,-8,-8
"201032","201301",3,574,30,362,0,-8,0,-8,0,-8,-8
"201032","201302",5,33,30,362,0,-8,0,-8,0,-8,-8
"201032","201302",1,3,30,362,0,-8,0,-8,0,-8,-8
"201032","201302",3,25,30,362,0,-8,0,-8,0,-8,-8
"201032","201302",4,855,30,362,0,-8,0,-8,0,-8,-8
"201032","201302",6,9,30,362,0,-8,0,-8,0,-8,-8
"201032","201302",2,910,30,362,0,-8,1,0,1,0,3
"201032","201303",6,916,21,362,0,-8,0,-8,0,-8,-8
"201032","201303",2,909,21,362,0,-8,1,0,1,1,3
"201032","201303",1,913,21,362,0,-8,0,-8,0,-8,-8
"201032","201303",4,27,21,362,0,-8,0,-8,0,-8,-8
"201032","201303",5,33,21,362,0,-8,0,-8,0,-8,-8
"201032","201303",3,574,21,362,0,-8,0,-8,0,-8,-8
"201032","201304",4,27,31,362,0,-8,0,-8,0,-8,-8
"201032","201304",6,9,31,362,0,-8,0,-8,0,-8,-8
"201032","201304",2,911,31,362,0,-8,1,1,1,1,3
"201032","201304",5,33,31,362,0,-8,0,-8,0,-8,-8
"201032","201304",3,574,31,362,0,-8,0,-8,0,-8,-8
"201032","201304",1,3,31,362,0,-8,0,-8,0,-8,-8
"201032","201305",5,5,11,112,0,-8,1,0,0,-8,-8
"201032","201305",2,910,11,112,1,0,2,2,1,1,3
"201032","201305",1,3,31,362,1,1,1,0,0,-8,-8
"201032","201305",6,9,11,112,0,-8,2,0,1,1,3
"201032","201305",3,25,11,112,1,0,1,0,0,-8,-8
"201032","201305",4,27,11,112,0,-8,1,0,0,-8,-8
"201032","201306",3,574,31,362,1,0,1,0,0,-8,-8
"201032","201306",5,5,31,362,0,-8,0,-8,0,-8,-8
"201032","201306",6,9,21,112,1,0,2,0,0,-8,-8
"201032","201306",4,27,31,362,1,0,0,-8,0,-8,-8
"201032","201306",2,907,31,362,1,0,2,0,1,1,3
"201032","201306",1,912,21,112,0,-8,1,0,0,-8,-8
"201032","201307",4,27,31,362,0,-8,0,-8,0,-8,-8
"201032","201307",5,5,31,362,0,-8,0,-8,0,-8,-8
"201032","201307",2,907,31,362,1,0,2,1,2,1,3
"201032","201307",3,574,31,362,1,0,0,-8,0,-8,-8
"201032","201307",6,9,31,362,1,0,2,1,1,1,3
"201032","201307",1,3,31,362,1,0,1,0,0,-8,-8
"201032","201308",6,9,11,362,2,2,2,1,1,1,3
"201032","201308",1,912,31,362,2,2,0,-8,0,-8,-8
"201032","201308",3,574,31,362,2,2,0,-8,0,-8,-8
"201032","201308",2,908,31,362,2,2,2,2,1,1,3
"201032","201308",4,27,31,362,2,2,0,-8,0,-8,-8
"201032","201308",5,5,31,362,2,2,0,-8,0,-8,-8
"201031","201309",3,25,11,112,2,1,0,-8,0,-8,-8
"201031","201309",2,907,31,362,0,-8,2,1,2,1,3
"201031","201309",1,3,11,112,1,1,1,0,0,-8,-8
"201031","201309",5,5,11,112,0,-8,0,-8,0,-8,-8
"201031","201309",6,9,11,112,1,1,0,-8,0,-8,-8
"201031","201310",2,907,31,332,1,0,2,1,2,1,3
"201031","201310",1,3,11,362,0,-8,0,-8,0,-8,-8
"201031","201310",5,5,31,332,1,0,1,0,0,-8,-8
"201031","201310",4,27,11,362,0,-8,1,0,0,-8,-8
"201031","201310",3,25,11,362,2,1,1,0,0,-8,-8
"201031","201310",6,9,11,362,2,1,2,0,0,-8,-8
"201031","201311",5,5,11,362,0,-8,0,-8,0,-8,-8
"201031","201311",2,910,31,331,0,-8,2,1,1,1,3
"201031","201311",4,27,11,362,0,-8,0,-8,0,-8,-8
"201031","201311",6,62,11,362,1,0,2,0,0,-8,-8
"201031","201311",1,3,11,362,0,-8,0,-8,0,-8,-8
